               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.032457,            0.011948,           0.0046679,             0.97191,             0.95238,             0.93488,             0.71865,            0.034227,           0.0056997,           0.0011973,           0.0069508,           0.0069508,           0.0069508
                 156,             0.03154,             0.01004,           0.0035749,             0.97191,             0.95238,             0.93488,             0.71865,            0.034227,           0.0056997,           0.0011973,            0.006931,            0.006931,            0.006931
                 157,            0.032016,            0.012107,           0.0061206,             0.97071,             0.95238,             0.93486,             0.75786,            0.031906,           0.0055584,           0.0011787,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031245,            0.011492,           0.0066685,             0.96856,             0.95238,             0.93612,             0.73279,            0.032206,           0.0055889,           0.0011535,           0.0068914,           0.0068914,           0.0068914
                 159,            0.030626,            0.011082,           0.0065717,             0.96963,             0.95238,             0.93491,             0.73119,            0.032216,           0.0055637,           0.0011847,           0.0068716,           0.0068716,           0.0068716
                 160,            0.037244,            0.011234,           0.0084448,             0.96963,             0.95238,             0.93491,             0.73119,            0.032216,           0.0055637,           0.0011847,           0.0068518,           0.0068518,           0.0068518
                 161,            0.028223,            0.010258,           0.0023584,             0.97066,             0.95238,             0.93742,             0.74315,            0.029744,           0.0053814,           0.0011891,            0.006832,            0.006832,            0.006832
                 162,            0.031979,             0.01176,           0.0049492,             0.97137,             0.95238,             0.93839,             0.66384,            0.033276,           0.0056621,           0.0011906,           0.0068122,           0.0068122,           0.0068122
                 163,            0.036888,            0.010233,            0.004081,             0.96766,             0.95238,             0.93495,             0.72087,            0.030975,           0.0054711,           0.0012162,           0.0067924,           0.0067924,           0.0067924
                 164,             0.03224,            0.010633,           0.0081588,             0.96766,             0.95238,             0.93495,             0.72087,            0.030975,           0.0054711,           0.0012162,           0.0067726,           0.0067726,           0.0067726
                 165,            0.028826,           0.0095124,           0.0040774,             0.96654,             0.95208,             0.93369,             0.73233,            0.029509,           0.0053941,           0.0012242,           0.0067528,           0.0067528,           0.0067528
                 166,            0.030236,            0.010298,           0.0049618,             0.95985,             0.94997,             0.93749,              0.7501,            0.027488,           0.0053128,           0.0013736,            0.006733,            0.006733,            0.006733
                 167,            0.028854,           0.0098921,           0.0033392,             0.97129,             0.95238,             0.94225,             0.70653,            0.030711,           0.0054664,           0.0011072,           0.0067132,           0.0067132,           0.0067132
                 168,            0.029565,            0.010516,           0.0039849,             0.97129,             0.95238,             0.94225,             0.70653,            0.030711,           0.0054664,           0.0011072,           0.0066934,           0.0066934,           0.0066934
                 169,            0.031689,            0.010176,           0.0027454,              0.9718,             0.95238,             0.94402,             0.69157,            0.030484,           0.0054301,            0.001069,           0.0066736,           0.0066736,           0.0066736
                 170,            0.029033,            0.010143,           0.0030153,             0.97124,             0.95238,              0.9428,             0.69156,            0.030548,            0.005535,           0.0010398,           0.0066538,           0.0066538,           0.0066538
                 171,            0.032355,            0.011618,            0.006168,             0.96335,             0.95238,             0.94112,             0.66992,            0.032043,           0.0055441,           0.0012137,            0.006634,            0.006634,            0.006634
                 172,            0.033212,            0.010879,           0.0046842,             0.96335,             0.95238,             0.94112,             0.66992,            0.032043,           0.0055441,           0.0012137,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029431,            0.010477,           0.0061537,             0.93201,             0.94949,             0.93293,             0.65884,             0.03287,           0.0055853,           0.0020478,           0.0065944,           0.0065944,           0.0065944
                 174,            0.032552,             0.01061,           0.0057046,             0.80897,             0.93144,              0.9305,             0.67219,            0.032468,           0.0056171,           0.0067805,           0.0065746,           0.0065746,           0.0065746
                 175,            0.032695,            0.010876,           0.0043703,             0.75682,             0.89191,             0.92246,             0.66229,            0.035516,           0.0056184,            0.012171,           0.0065548,           0.0065548,           0.0065548
                 176,            0.032779,            0.009763,           0.0034939,             0.75682,             0.89191,             0.92246,             0.66229,            0.035516,           0.0056184,            0.012171,            0.006535,            0.006535,            0.006535
                 177,            0.032774,            0.011624,           0.0071304,             0.66766,             0.91215,             0.91902,             0.66591,            0.035219,           0.0055607,            0.015543,           0.0065152,           0.0065152,           0.0065152
                 178,            0.031911,             0.01093,           0.0064278,             0.76805,             0.91384,             0.92805,             0.71115,            0.029933,           0.0054544,            0.010422,           0.0064954,           0.0064954,           0.0064954
                 179,            0.027131,             0.01078,           0.0030141,             0.89166,              0.9319,             0.92922,             0.64728,             0.03066,           0.0054589,           0.0047587,           0.0064756,           0.0064756,           0.0064756
                 180,            0.028771,             0.01027,           0.0084628,             0.89166,              0.9319,             0.92922,             0.64728,             0.03066,           0.0054589,           0.0047587,           0.0064558,           0.0064558,           0.0064558
                 181,             0.02724,            0.010745,           0.0030218,             0.94238,              0.9508,              0.9281,              0.6764,            0.030925,           0.0054165,           0.0024057,            0.006436,            0.006436,            0.006436
                 182,            0.027629,            0.010142,           0.0044406,             0.95945,             0.95238,             0.92811,             0.66097,            0.030253,           0.0054359,           0.0019185,           0.0064162,           0.0064162,           0.0064162
                 183,            0.031493,            0.010796,           0.0045492,             0.96854,             0.95238,             0.93045,              0.6878,            0.032959,           0.0054146,           0.0014612,           0.0063964,           0.0063964,           0.0063964
                 184,            0.033653,            0.011013,           0.0063717,             0.96854,             0.95238,             0.93045,              0.6878,            0.032959,           0.0054146,           0.0014612,           0.0063766,           0.0063766,           0.0063766
                 185,            0.031792,            0.010406,           0.0038287,             0.97106,             0.95238,             0.93165,             0.70243,            0.030578,           0.0052758,           0.0013682,           0.0063568,           0.0063568,           0.0063568
                 186,            0.031825,           0.0094843,           0.0037717,             0.97112,             0.95238,             0.93517,              0.7311,             0.03035,           0.0053841,           0.0013384,            0.006337,            0.006337,            0.006337
                 187,            0.030689,             0.01095,           0.0031595,             0.96945,             0.95238,             0.93169,             0.61667,            0.033982,           0.0056066,           0.0012425,           0.0063172,           0.0063172,           0.0063172
                 188,            0.035308,            0.010993,           0.0032867,             0.96945,             0.95238,             0.93169,             0.61667,            0.033982,           0.0056066,           0.0012425,           0.0062974,           0.0062974,           0.0062974
                 189,            0.034537,            0.010683,           0.0064502,             0.96716,             0.95238,              0.9317,               0.624,            0.031478,           0.0055052,           0.0012481,           0.0062776,           0.0062776,           0.0062776
                 190,            0.032672,            0.011404,           0.0047581,              0.9711,             0.95238,             0.92809,             0.65169,            0.030217,           0.0053533,           0.0011393,           0.0062578,           0.0062578,           0.0062578
                 191,            0.030629,            0.011116,           0.0075083,             0.96834,             0.95238,             0.92817,             0.64858,            0.031577,           0.0054112,           0.0011043,            0.006238,            0.006238,            0.006238
                 192,            0.025633,            0.011008,           0.0031211,             0.96834,             0.95238,             0.92817,             0.64858,            0.031577,           0.0054112,           0.0011043,           0.0062182,           0.0062182,           0.0062182
                 193,            0.030335,            0.011103,           0.0028744,             0.96572,             0.95238,             0.92815,             0.62548,            0.030477,           0.0053714,           0.0011707,           0.0061984,           0.0061984,           0.0061984
                 194,            0.030363,            0.011425,            0.004921,             0.96537,             0.95238,             0.92816,             0.68564,            0.027768,           0.0051617,           0.0011762,           0.0061786,           0.0061786,           0.0061786
                 195,            0.027216,            0.010501,            0.003662,             0.96817,             0.95238,             0.92972,             0.68608,            0.032356,            0.005316,           0.0010999,           0.0061588,           0.0061588,           0.0061588
                 196,            0.027416,             0.01123,            0.008314,             0.96817,             0.95238,             0.92972,             0.68608,            0.032356,            0.005316,           0.0010999,            0.006139,            0.006139,            0.006139
                 197,            0.024248,             0.01027,            0.006628,             0.96913,             0.95238,             0.93099,             0.68005,            0.030733,           0.0052204,           0.0010585,           0.0061192,           0.0061192,           0.0061192
                 198,            0.025168,           0.0097309,           0.0028754,             0.96893,             0.95238,             0.93118,             0.73397,            0.027921,           0.0051635,           0.0010396,           0.0060994,           0.0060994,           0.0060994
                 199,            0.026316,             0.01002,           0.0023456,             0.96952,             0.95238,             0.93048,              0.6924,            0.030486,           0.0051994,           0.0010015,           0.0060796,           0.0060796,           0.0060796
                 200,            0.028178,            0.010315,            0.007872,             0.96952,             0.95238,             0.93048,              0.6924,            0.030486,           0.0051994,           0.0010015,           0.0060598,           0.0060598,           0.0060598
                 201,            0.027328,           0.0091347,           0.0052543,             0.97181,             0.95238,             0.92989,             0.69853,            0.029199,           0.0051928,          0.00093123,             0.00604,             0.00604,             0.00604
                 202,            0.025773,           0.0098259,           0.0027072,              0.9717,             0.95238,             0.92984,             0.72961,            0.026666,           0.0050971,          0.00091447,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025699,           0.0086495,           0.0043948,             0.97036,             0.95238,             0.93237,             0.73986,            0.030707,           0.0053193,          0.00090216,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028026,           0.0089564,           0.0019631,             0.97036,             0.95238,             0.93237,             0.73986,            0.030707,           0.0053193,          0.00090216,           0.0059806,           0.0059806,           0.0059806
                 205,            0.031918,            0.010391,           0.0060908,             0.96949,             0.95238,             0.93362,             0.74859,            0.030181,           0.0053387,          0.00090031,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029933,            0.010117,           0.0055349,             0.96995,             0.95238,             0.93324,             0.62499,            0.030903,           0.0052834,          0.00088734,            0.005941,            0.005941,            0.005941
                 207,            0.028688,            0.010774,           0.0066485,             0.97004,             0.95238,             0.93448,             0.72364,            0.030419,           0.0052126,          0.00088472,           0.0059212,           0.0059212,           0.0059212
                 208,             0.03056,            0.010265,           0.0037118,             0.97004,             0.95238,             0.93448,             0.72364,            0.030419,           0.0052126,          0.00088472,           0.0059014,           0.0059014,           0.0059014
                 209,            0.030989,            0.011219,           0.0062327,             0.97013,             0.95238,              0.9335,             0.72682,            0.029819,           0.0051832,          0.00088877,           0.0058816,           0.0058816,           0.0058816
                 210,            0.031681,            0.012253,           0.0022447,             0.97034,             0.95238,             0.93448,             0.71003,             0.02778,           0.0051498,          0.00087732,           0.0058618,           0.0058618,           0.0058618
                 211,            0.025491,            0.011092,           0.0045482,             0.97026,             0.95238,             0.93564,             0.66742,            0.031021,           0.0053028,          0.00083806,            0.005842,            0.005842,            0.005842
                 212,            0.027591,            0.011563,           0.0057493,             0.97026,             0.95238,             0.93564,             0.66742,            0.031021,           0.0053028,          0.00083806,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027379,            0.010104,           0.0031086,             0.97032,             0.95238,             0.93524,             0.67491,            0.030377,           0.0052667,          0.00082851,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024098,           0.0087769,           0.0035917,             0.97042,             0.95238,             0.93518,             0.73651,            0.028729,             0.00514,          0.00082829,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026523,            0.011449,           0.0038369,             0.97022,             0.95238,              0.9373,              0.7312,            0.027924,           0.0051833,          0.00084164,           0.0057628,           0.0057628,           0.0057628
                 216,            0.024918,           0.0098721,           0.0026392,             0.97022,             0.95238,              0.9373,              0.7312,            0.027924,           0.0051833,          0.00084164,            0.005743,            0.005743,            0.005743
                 217,            0.023571,           0.0094251,           0.0018203,             0.96999,             0.95238,             0.93845,             0.73927,             0.02694,           0.0051004,          0.00086932,           0.0057232,           0.0057232,           0.0057232
                 218,            0.025642,           0.0099109,           0.0040171,             0.97017,             0.95238,             0.94407,             0.72808,            0.027766,           0.0051217,           0.0008588,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026156,            0.010773,           0.0037903,             0.97054,             0.95238,             0.94606,             0.72865,            0.030218,           0.0052969,           0.0008221,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026268,            0.010943,           0.0031818,             0.97054,             0.95238,             0.94606,             0.72865,            0.030218,           0.0052969,           0.0008221,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027879,           0.0094646,           0.0019587,             0.97085,             0.95238,             0.94728,             0.73802,            0.030254,           0.0053749,          0.00080669,            0.005644,            0.005644,            0.005644
                 222,            0.028577,            0.010033,           0.0036505,             0.97149,             0.95238,             0.94722,             0.68725,            0.027535,           0.0053459,          0.00079307,           0.0056242,           0.0056242,           0.0056242
                 223,            0.028613,            0.010151,           0.0051648,             0.97126,             0.95238,             0.94244,             0.72673,            0.026993,           0.0053792,          0.00077288,           0.0056044,           0.0056044,           0.0056044
                 224,            0.025151,            0.010571,           0.0021589,             0.97126,             0.95238,             0.94244,             0.72673,            0.026993,           0.0053792,          0.00077288,           0.0055846,           0.0055846,           0.0055846
                 225,            0.030669,            0.010391,           0.0018297,             0.97133,             0.95238,             0.93165,              0.7238,            0.025878,           0.0052956,           0.0007643,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027686,           0.0099638,           0.0023969,             0.97127,             0.95238,             0.92958,             0.70464,            0.033426,           0.0055803,          0.00074697,            0.005545,            0.005545,            0.005545
                 227,            0.026871,           0.0099784,           0.0025138,             0.97141,             0.95238,             0.92855,             0.69847,            0.026366,           0.0053954,          0.00074102,           0.0055252,           0.0055252,           0.0055252
                 228,            0.032683,            0.010716,           0.0025635,             0.97141,             0.95238,             0.92855,             0.69847,            0.026366,           0.0053954,          0.00074102,           0.0055054,           0.0055054,           0.0055054
                 229,            0.025774,           0.0096599,           0.0017668,             0.97097,             0.95238,             0.92859,             0.72235,            0.026697,           0.0054989,          0.00072728,           0.0054856,           0.0054856,           0.0054856
                 230,            0.026463,           0.0094977,           0.0043718,             0.97145,             0.95238,             0.92857,             0.69835,            0.030383,           0.0056183,          0.00071458,           0.0054658,           0.0054658,           0.0054658
                 231,            0.028945,           0.0099382,           0.0062801,             0.97161,             0.95238,             0.92844,             0.68828,            0.027606,            0.005363,          0.00073001,            0.005446,            0.005446,            0.005446
                 232,            0.031721,            0.010457,           0.0072052,             0.97161,             0.95238,             0.92844,             0.68828,            0.027606,            0.005363,          0.00073001,           0.0054262,           0.0054262,           0.0054262
                 233,            0.023828,           0.0088238,           0.0032366,             0.97163,             0.95238,              0.9285,             0.70758,             0.02726,           0.0052613,          0.00074119,           0.0054064,           0.0054064,           0.0054064
                 234,            0.029372,            0.010117,           0.0044266,             0.97179,             0.95238,             0.92852,             0.70814,            0.024435,           0.0052187,          0.00074199,           0.0053866,           0.0053866,           0.0053866
                 235,            0.028279,           0.0096021,           0.0021677,             0.97131,             0.95238,             0.92958,             0.70498,            0.025207,            0.005253,          0.00073912,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026971,           0.0096395,           0.0030886,             0.97131,             0.95238,             0.92958,             0.70498,            0.025207,            0.005253,          0.00073912,            0.005347,            0.005347,            0.005347
                 237,            0.023389,           0.0092311,           0.0031627,             0.97128,             0.95238,              0.9308,             0.66904,              0.0277,           0.0053321,          0.00075042,           0.0053272,           0.0053272,           0.0053272
                 238,            0.030134,            0.010956,           0.0032202,              0.9713,             0.95238,             0.93382,             0.73806,             0.02721,           0.0052388,          0.00073896,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026201,            0.011673,           0.0052975,              0.9713,             0.95238,             0.93988,             0.76711,            0.028858,           0.0051856,          0.00074923,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028044,            0.010305,           0.0017569,              0.9713,             0.95238,             0.93988,             0.76711,            0.028858,           0.0051856,          0.00074923,           0.0052678,           0.0052678,           0.0052678
                 241,            0.031209,             0.01062,           0.0023073,             0.97128,             0.95238,             0.94591,             0.75833,            0.029315,           0.0051928,          0.00074975,            0.005248,            0.005248,            0.005248
                 242,            0.025275,            0.010073,           0.0033927,             0.97065,             0.95238,             0.94725,             0.74647,            0.030124,           0.0052646,          0.00075941,           0.0052282,           0.0052282,           0.0052282
                 243,            0.023713,           0.0093193,           0.0032326,             0.97078,             0.95238,             0.94596,             0.75855,            0.030582,           0.0052937,          0.00076016,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024635,            0.010212,            0.002694,             0.97078,             0.95238,             0.94596,             0.75855,            0.030582,           0.0052937,          0.00076016,           0.0051886,           0.0051886,           0.0051886
                 245,            0.030259,           0.0099175,           0.0019455,             0.97021,             0.95238,             0.94472,             0.76603,            0.030656,           0.0052916,          0.00076872,           0.0051688,           0.0051688,           0.0051688
                 246,            0.031028,           0.0099481,           0.0076204,              0.9694,             0.95238,             0.94476,             0.75257,             0.02873,            0.005336,          0.00077348,            0.005149,            0.005149,            0.005149
                 247,            0.027036,            0.010741,           0.0027246,             0.97021,             0.95238,             0.94476,             0.72947,            0.027866,           0.0052634,          0.00080295,           0.0051292,           0.0051292,           0.0051292
                 248,             0.02672,            0.010711,           0.0029619,             0.97021,             0.95238,             0.94476,             0.72947,            0.027866,           0.0052634,          0.00080295,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024834,           0.0097127,           0.0021431,              0.9704,             0.95238,             0.94116,             0.74943,            0.025894,           0.0052385,          0.00082372,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025567,            0.012318,           0.0041417,             0.97117,             0.95238,             0.94386,             0.72031,            0.024929,           0.0052947,          0.00083902,           0.0050698,           0.0050698,           0.0050698
                 251,            0.022899,           0.0090124,           0.0021874,             0.97115,             0.95238,             0.94759,             0.72569,            0.028035,           0.0054022,          0.00084629,             0.00505,             0.00505,             0.00505
                 252,            0.027015,           0.0099976,            0.001835,             0.97115,             0.95238,             0.94759,             0.72569,            0.028035,           0.0054022,          0.00084629,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025111,            0.010128,            0.005467,             0.97143,             0.95238,             0.94897,             0.73066,            0.028016,           0.0053533,          0.00084883,           0.0050104,           0.0050104,           0.0050104
                 254,            0.026744,           0.0099227,           0.0017994,             0.97087,             0.95238,             0.94004,             0.73836,            0.026843,           0.0051561,          0.00082957,           0.0049906,           0.0049906,           0.0049906
                 255,            0.022575,           0.0083616,           0.0026049,             0.97082,             0.95238,             0.93936,             0.72896,            0.030611,           0.0051873,          0.00082271,           0.0049708,           0.0049708,           0.0049708
                 256,             0.02524,           0.0098528,           0.0017846,             0.97082,             0.95238,             0.93936,             0.72896,            0.030611,           0.0051873,          0.00082271,            0.004951,            0.004951,            0.004951
                 257,            0.023901,           0.0095157,           0.0030993,             0.97112,             0.95238,              0.9382,             0.73876,            0.029689,           0.0051679,          0.00081389,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023284,            0.010714,           0.0041321,             0.97138,             0.95238,             0.93849,             0.74447,            0.028085,           0.0050491,          0.00079482,           0.0049114,           0.0049114,           0.0049114
                 259,            0.022772,           0.0094746,           0.0032001,             0.97167,             0.95238,              0.9449,             0.74908,            0.030344,           0.0050694,          0.00077046,           0.0048916,           0.0048916,           0.0048916
                 260,            0.024378,           0.0087408,           0.0021504,             0.97167,             0.95238,              0.9449,             0.74908,            0.030344,           0.0050694,          0.00077046,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02404,           0.0086193,           0.0030346,              0.9713,             0.95238,             0.94268,             0.73359,            0.030285,           0.0050337,          0.00075898,            0.004852,            0.004852,            0.004852
                 262,            0.025322,            0.010395,           0.0029018,             0.97147,             0.95238,             0.93896,             0.72249,            0.031026,           0.0050579,          0.00074119,           0.0048322,           0.0048322,           0.0048322
                 263,            0.026629,            0.009432,           0.0017705,             0.97152,             0.95238,             0.93554,             0.67899,            0.031898,           0.0051938,          0.00072596,           0.0048124,           0.0048124,           0.0048124
                 264,            0.033128,            0.011611,           0.0036388,             0.97152,             0.95238,             0.93554,             0.67899,            0.031898,           0.0051938,          0.00072596,           0.0047926,           0.0047926,           0.0047926
                 265,            0.027692,            0.010135,           0.0057259,             0.97123,             0.95238,             0.93563,             0.71134,            0.029827,           0.0051211,          0.00071346,           0.0047728,           0.0047728,           0.0047728
                 266,            0.021887,            0.009737,           0.0022942,             0.97079,             0.95238,             0.93593,              0.6859,            0.029384,           0.0051588,           0.0007039,            0.004753,            0.004753,            0.004753
                 267,            0.022881,           0.0094373,           0.0048729,             0.97042,             0.95238,             0.93582,             0.74245,            0.027426,           0.0050657,          0.00069373,           0.0047332,           0.0047332,           0.0047332
                 268,            0.028066,           0.0098492,           0.0026078,             0.97042,             0.95238,             0.93582,             0.74245,            0.027426,           0.0050657,          0.00069373,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023569,            0.010438,           0.0023603,             0.97028,             0.95238,             0.93564,             0.74175,            0.026948,           0.0049896,          0.00068079,           0.0046936,           0.0046936,           0.0046936
                 270,            0.026657,            0.010217,           0.0036775,             0.97038,             0.95238,             0.93653,             0.71266,            0.024591,           0.0050421,          0.00066277,           0.0046738,           0.0046738,           0.0046738
                 271,            0.025887,           0.0097177,           0.0050019,             0.97088,             0.95238,             0.93672,             0.72499,            0.025298,           0.0051599,          0.00065773,            0.004654,            0.004654,            0.004654
                 272,            0.026609,           0.0092969,           0.0017401,             0.97088,             0.95238,             0.93672,             0.72499,            0.025298,           0.0051599,          0.00065773,           0.0046342,           0.0046342,           0.0046342
                 273,            0.025424,            0.010061,           0.0035185,             0.97113,             0.95238,             0.93671,             0.73093,            0.025097,           0.0052215,          0.00065375,           0.0046144,           0.0046144,           0.0046144
                 274,            0.024739,            0.010191,           0.0025312,              0.9716,             0.95238,             0.93645,             0.71679,            0.024598,           0.0052976,          0.00064613,           0.0045946,           0.0045946,           0.0045946
                 275,            0.022462,           0.0095023,           0.0030634,              0.9718,             0.95238,              0.9365,             0.70928,            0.025336,           0.0051523,          0.00064613,           0.0045748,           0.0045748,           0.0045748
                 276,            0.023426,            0.011865,           0.0028522,              0.9718,             0.95238,              0.9365,             0.70928,            0.025336,           0.0051523,          0.00064613,            0.004555,            0.004555,            0.004555
                 277,            0.022524,            0.010011,           0.0030398,             0.97114,             0.95238,             0.93662,             0.72975,            0.025301,           0.0051414,          0.00064847,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021328,            0.010773,            0.001093,              0.9713,             0.95238,             0.94025,              0.7446,            0.022913,           0.0050167,          0.00064611,           0.0045154,           0.0045154,           0.0045154
                 279,            0.021679,           0.0096301,           0.0017545,             0.97059,             0.95238,             0.94656,             0.76297,            0.024041,           0.0050879,          0.00064104,           0.0044956,           0.0044956,           0.0044956
                 280,            0.031025,           0.0093706,           0.0067994,             0.97059,             0.95238,             0.94656,             0.76297,            0.024041,           0.0050879,          0.00064104,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023468,           0.0097979,           0.0047594,             0.97034,             0.95238,             0.94722,              0.7739,            0.023427,           0.0050785,          0.00063806,            0.004456,            0.004456,            0.004456
                 282,            0.026524,            0.010132,           0.0016681,             0.97009,             0.95238,             0.94843,             0.76422,            0.023471,           0.0050748,          0.00062904,           0.0044362,           0.0044362,           0.0044362
                 283,            0.026047,            0.010666,           0.0032168,             0.97006,             0.95238,             0.94878,             0.78041,            0.024947,           0.0051501,          0.00062604,           0.0044164,           0.0044164,           0.0044164
                 284,            0.026191,            0.010223,           0.0041995,             0.97006,             0.95238,             0.94878,             0.78041,            0.024947,           0.0051501,          0.00062604,           0.0043966,           0.0043966,           0.0043966
                 285,             0.02569,           0.0089542,           0.0043164,             0.97031,             0.95238,             0.94909,             0.77272,            0.024964,           0.0051121,          0.00061584,           0.0043768,           0.0043768,           0.0043768
                 286,            0.023646,            0.010029,           0.0046106,             0.97032,             0.95238,             0.94792,             0.75426,            0.025136,           0.0050965,          0.00060813,            0.004357,            0.004357,            0.004357
                 287,            0.022131,            0.010043,           0.0032992,             0.97026,             0.95238,             0.94721,             0.75312,            0.025932,           0.0050562,          0.00062359,           0.0043372,           0.0043372,           0.0043372
                 288,            0.022228,           0.0086617,           0.0042729,             0.97026,             0.95238,             0.94721,             0.75312,            0.025932,           0.0050562,          0.00062359,           0.0043174,           0.0043174,           0.0043174
                 289,             0.02198,            0.010167,           0.0022128,             0.97015,             0.95238,             0.94618,             0.76002,            0.026079,           0.0049678,          0.00063766,           0.0042976,           0.0042976,           0.0042976
                 290,            0.022213,             0.00909,           0.0019272,             0.97047,             0.95238,             0.94621,              0.7544,            0.027747,           0.0050255,          0.00064428,           0.0042778,           0.0042778,           0.0042778
                 291,            0.025567,           0.0096464,            0.002374,             0.97034,             0.95238,             0.94677,             0.76737,             0.02661,           0.0049782,           0.0006507,            0.004258,            0.004258,            0.004258
                 292,            0.027672,           0.0099541,           0.0020086,             0.97034,             0.95238,             0.94677,             0.76737,             0.02661,           0.0049782,           0.0006507,           0.0042382,           0.0042382,           0.0042382
                 293,            0.027964,            0.009471,           0.0036214,             0.97058,             0.95238,             0.94818,             0.75334,            0.027459,           0.0049877,           0.0006576,           0.0042184,           0.0042184,           0.0042184
                 294,            0.024952,            0.010346,           0.0019572,             0.97063,             0.95238,             0.94769,             0.75166,             0.02722,           0.0050624,          0.00065255,           0.0041986,           0.0041986,           0.0041986
                 295,            0.028249,            0.010853,            0.001575,             0.97084,             0.95238,             0.95326,             0.74338,            0.023665,           0.0050449,            0.000669,           0.0041788,           0.0041788,           0.0041788
                 296,            0.027007,            0.010924,           0.0032222,             0.97084,             0.95238,             0.95326,             0.74338,            0.023665,           0.0050449,            0.000669,            0.004159,            0.004159,            0.004159
                 297,             0.02372,           0.0092658,           0.0048323,               0.971,             0.95238,             0.95154,             0.76649,            0.023438,           0.0050049,          0.00068848,           0.0041392,           0.0041392,           0.0041392
                 298,            0.023412,            0.009365,           0.0032474,             0.97095,             0.95238,             0.94305,             0.75213,            0.025008,           0.0050962,           0.0006893,           0.0041194,           0.0041194,           0.0041194
                 299,            0.020177,            0.010207,           0.0023398,             0.97091,             0.95238,             0.94039,             0.75059,            0.026195,           0.0051202,          0.00068158,           0.0040996,           0.0040996,           0.0040996
                 300,            0.020733,           0.0092445,            0.004689,             0.97091,             0.95238,             0.94039,             0.75059,            0.026195,           0.0051202,          0.00068158,           0.0040798,           0.0040798,           0.0040798
                 301,            0.021458,            0.010211,           0.0040892,              0.9708,             0.95238,             0.93805,             0.75057,            0.026999,           0.0051783,          0.00067988,             0.00406,             0.00406,             0.00406
                 302,            0.019636,           0.0093536,           0.0057184,             0.97088,             0.95238,             0.93805,             0.75217,            0.026687,           0.0051374,          0.00067563,           0.0040402,           0.0040402,           0.0040402
                 303,            0.021951,            0.010328,           0.0055014,              0.9711,             0.95238,             0.93667,             0.72247,            0.029551,           0.0052457,          0.00065996,           0.0040204,           0.0040204,           0.0040204
                 304,            0.027492,            0.010434,           0.0032802,              0.9711,             0.95238,             0.93667,             0.72247,            0.029551,           0.0052457,          0.00065996,           0.0040006,           0.0040006,           0.0040006
                 305,            0.023269,           0.0093586,           0.0037123,             0.97107,             0.95238,             0.93663,             0.73962,            0.029337,           0.0052608,          0.00065129,           0.0039808,           0.0039808,           0.0039808
                 306,            0.023231,            0.011117,           0.0033065,              0.9709,             0.95238,             0.93889,             0.71383,            0.027798,            0.005168,          0.00064307,            0.003961,            0.003961,            0.003961
                 307,            0.024193,            0.010678,           0.0021501,             0.97144,             0.95238,              0.9401,             0.74165,            0.027262,           0.0051709,          0.00063809,           0.0039412,           0.0039412,           0.0039412
                 308,            0.026363,             0.01005,           0.0034973,             0.97144,             0.95238,              0.9401,             0.74165,            0.027262,           0.0051709,          0.00063809,           0.0039214,           0.0039214,           0.0039214
                 309,            0.023612,            0.010194,           0.0024992,             0.97199,             0.95238,              0.9401,              0.7513,            0.026474,           0.0052174,          0.00063179,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018994,           0.0084624,           0.0041151,             0.97196,             0.95238,             0.93884,              0.7066,            0.026409,           0.0052548,          0.00063171,           0.0038818,           0.0038818,           0.0038818
                 311,            0.022974,           0.0098098,           0.0024089,              0.9718,             0.95238,             0.94005,             0.71818,            0.026399,           0.0052712,          0.00062453,            0.003862,            0.003862,            0.003862
                 312,            0.022356,            0.010975,           0.0014042,              0.9718,             0.95238,             0.94005,             0.71818,            0.026399,           0.0052712,          0.00062453,           0.0038422,           0.0038422,           0.0038422
