               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.024637,           0.0096826,            0.001761,             0.97162,             0.95238,             0.94003,             0.73999,            0.025894,           0.0052719,          0.00062564,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021335,            0.008287,           0.0032592,             0.97174,             0.95238,             0.93786,             0.74481,            0.024827,           0.0051693,          0.00061507,           0.0038026,           0.0038026,           0.0038026
                 315,            0.023136,           0.0085465,           0.0025066,              0.9715,             0.95238,             0.94132,             0.73463,            0.025093,           0.0050941,          0.00061087,           0.0037828,           0.0037828,           0.0037828
                 316,            0.021119,            0.010075,           0.0017041,              0.9715,             0.95238,             0.94132,             0.73463,            0.025093,           0.0050941,          0.00061087,            0.003763,            0.003763,            0.003763
                 317,            0.023629,            0.009883,           0.0040116,             0.97176,             0.95238,             0.95133,             0.75598,            0.024118,           0.0050189,          0.00060919,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021082,           0.0092864,            0.003085,             0.97212,             0.95238,             0.95284,             0.76159,            0.023561,            0.004973,          0.00060045,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021348,           0.0094805,           0.0023219,             0.97208,             0.95238,             0.95271,             0.73252,            0.026611,           0.0051301,          0.00059898,           0.0037036,           0.0037036,           0.0037036
                 320,             0.02532,           0.0082981,           0.0045386,             0.97208,             0.95238,             0.95271,             0.73252,            0.026611,           0.0051301,          0.00059898,           0.0036838,           0.0036838,           0.0036838
                 321,            0.025101,           0.0090775,           0.0021815,             0.97209,             0.95238,             0.95346,             0.73846,            0.026294,           0.0051022,          0.00059194,            0.003664,            0.003664,            0.003664
                 322,            0.022507,            0.008845,           0.0018305,             0.97184,             0.95238,             0.95289,             0.76155,            0.024079,           0.0050533,          0.00058894,           0.0036442,           0.0036442,           0.0036442
                 323,            0.024517,           0.0087764,           0.0017233,             0.97149,             0.95238,             0.95438,              0.7686,            0.025002,           0.0050598,          0.00058908,           0.0036244,           0.0036244,           0.0036244
                 324,            0.023359,            0.009956,           0.0012463,             0.97149,             0.95238,             0.95438,              0.7686,            0.025002,           0.0050598,          0.00058908,           0.0036046,           0.0036046,           0.0036046
                 325,            0.022696,           0.0087731,           0.0015517,              0.9714,             0.95238,             0.95449,             0.78263,            0.024854,            0.005026,          0.00058847,           0.0035848,           0.0035848,           0.0035848
                 326,            0.018668,           0.0093092,           0.0036772,             0.97118,             0.95238,             0.95538,             0.76502,             0.02395,           0.0049945,          0.00058663,            0.003565,            0.003565,            0.003565
                 327,            0.021295,            0.010533,           0.0013269,             0.97132,             0.95238,              0.9538,             0.75037,            0.024613,           0.0050175,          0.00058359,           0.0035452,           0.0035452,           0.0035452
                 328,            0.025053,           0.0096323,           0.0031572,             0.97132,             0.95238,              0.9538,             0.75037,            0.024613,           0.0050175,          0.00058359,           0.0035254,           0.0035254,           0.0035254
                 329,            0.019923,           0.0088424,           0.0010634,             0.97146,             0.95238,             0.95281,             0.75183,            0.023987,           0.0050104,          0.00057846,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020855,            0.011199,           0.0012074,             0.97143,             0.95238,             0.94905,             0.74309,            0.023789,           0.0049859,          0.00057681,           0.0034858,           0.0034858,           0.0034858
                 331,            0.024803,            0.010156,           0.0021085,             0.97158,             0.95238,             0.94433,              0.7302,            0.025349,           0.0050777,          0.00056383,            0.003466,            0.003466,            0.003466
                 332,            0.023614,            0.008801,           0.0027055,             0.97158,             0.95238,             0.94433,              0.7302,            0.025349,           0.0050777,          0.00056383,           0.0034462,           0.0034462,           0.0034462
                 333,            0.022906,           0.0090598,           0.0048232,             0.97164,             0.95238,             0.94336,             0.74075,            0.025276,           0.0050897,          0.00055622,           0.0034264,           0.0034264,           0.0034264
                 334,            0.024128,            0.010038,            0.001558,              0.9715,             0.95238,             0.94085,             0.73304,            0.023709,           0.0049785,          0.00054942,           0.0034066,           0.0034066,           0.0034066
                 335,            0.020969,           0.0099429,           0.0026003,              0.9714,             0.95238,             0.94332,             0.76899,            0.023186,           0.0048658,          0.00054662,           0.0033868,           0.0033868,           0.0033868
                 336,            0.022984,           0.0096514,          0.00087566,              0.9714,             0.95238,             0.94332,             0.76899,            0.023186,           0.0048658,          0.00054662,            0.003367,            0.003367,            0.003367
                 337,             0.02379,           0.0092266,           0.0013775,             0.97137,             0.95238,             0.94231,             0.75157,            0.023802,           0.0048878,          0.00054281,           0.0033472,           0.0033472,           0.0033472
                 338,             0.02084,            0.009896,            0.002635,             0.97137,             0.95238,             0.94086,             0.70563,            0.024953,           0.0050087,          0.00052949,           0.0033274,           0.0033274,           0.0033274
                 339,            0.023273,            0.010273,           0.0030728,             0.97146,             0.95238,             0.94334,             0.74946,            0.025498,             0.00495,          0.00052063,           0.0033076,           0.0033076,           0.0033076
                 340,            0.026345,            0.010105,            0.005638,             0.97146,             0.95238,             0.94334,             0.74946,            0.025498,             0.00495,          0.00052063,           0.0032878,           0.0032878,           0.0032878
                 341,            0.022922,           0.0096809,           0.0024195,             0.97167,             0.95238,             0.94332,             0.75439,            0.025052,           0.0049478,          0.00051273,            0.003268,            0.003268,            0.003268
                 342,            0.019558,           0.0094306,           0.0020671,             0.97158,             0.95238,             0.94309,             0.72034,            0.024956,           0.0049951,          0.00050305,           0.0032482,           0.0032482,           0.0032482
                 343,            0.023978,           0.0091055,           0.0015298,             0.97146,             0.95238,              0.9429,             0.75972,            0.024249,           0.0048697,           0.0004965,           0.0032284,           0.0032284,           0.0032284
                 344,             0.02299,           0.0099412,           0.0033681,             0.97146,             0.95238,              0.9429,             0.75972,            0.024249,           0.0048697,           0.0004965,           0.0032086,           0.0032086,           0.0032086
                 345,            0.027123,           0.0092862,            0.001727,             0.97137,             0.95238,             0.94164,             0.75687,            0.024317,             0.00484,          0.00048922,           0.0031888,           0.0031888,           0.0031888
                 346,            0.022046,           0.0085591,           0.0018257,             0.97128,             0.95238,             0.94165,             0.73113,             0.02405,           0.0048523,          0.00048025,            0.003169,            0.003169,            0.003169
                 347,            0.023907,           0.0093016,           0.0026712,             0.97135,             0.95238,             0.94312,             0.73059,            0.025058,           0.0049376,          0.00047646,           0.0031492,           0.0031492,           0.0031492
                 348,            0.020021,            0.008228,           0.0015613,             0.97135,             0.95238,             0.94312,             0.73059,            0.025058,           0.0049376,          0.00047646,           0.0031294,           0.0031294,           0.0031294
                 349,            0.021177,            0.009076,           0.0015287,             0.97148,             0.95238,             0.94683,             0.72529,            0.025552,             0.00497,          0.00047393,           0.0031096,           0.0031096,           0.0031096
                 350,            0.022075,           0.0083855,           0.0014084,             0.97151,             0.95238,             0.94704,             0.75137,            0.024909,           0.0049627,          0.00047107,           0.0030898,           0.0030898,           0.0030898
                 351,            0.021613,           0.0094502,           0.0049511,             0.97161,             0.95238,             0.94805,             0.74497,            0.025003,           0.0050348,          0.00047044,             0.00307,             0.00307,             0.00307
                 352,            0.024793,           0.0097762,           0.0010482,             0.97161,             0.95238,             0.94805,             0.74497,            0.025003,           0.0050348,          0.00047044,           0.0030502,           0.0030502,           0.0030502
                 353,            0.022831,           0.0099218,           0.0013001,             0.97162,             0.95238,             0.94903,              0.7357,            0.024713,           0.0050663,          0.00047188,           0.0030304,           0.0030304,           0.0030304
                 354,             0.02903,            0.011368,           0.0009903,             0.97154,             0.95238,             0.95378,             0.77196,            0.022778,           0.0049439,          0.00047572,           0.0030106,           0.0030106,           0.0030106
                 355,             0.02209,            0.008938,           0.0015836,             0.97135,             0.95238,             0.95376,              0.7806,            0.023473,            0.004959,          0.00047582,           0.0029908,           0.0029908,           0.0029908
                 356,            0.020094,           0.0097385,           0.0013233,             0.97135,             0.95238,             0.95376,              0.7806,            0.023473,            0.004959,          0.00047582,            0.002971,            0.002971,            0.002971
                 357,             0.02034,           0.0099123,           0.0011309,             0.97135,             0.95238,             0.95274,             0.78416,            0.023483,           0.0049677,          0.00047674,           0.0029512,           0.0029512,           0.0029512
                 358,            0.020697,           0.0096389,           0.0023742,             0.97151,             0.95238,             0.95026,             0.78075,            0.022639,           0.0048905,          0.00047764,           0.0029314,           0.0029314,           0.0029314
                 359,            0.021754,           0.0092513,          0.00091581,             0.97163,             0.95238,             0.94676,             0.75613,            0.024458,           0.0050177,          0.00047877,           0.0029116,           0.0029116,           0.0029116
                 360,             0.02397,           0.0091217,           0.0028244,             0.97163,             0.95238,             0.94676,             0.75613,            0.024458,           0.0050177,          0.00047877,           0.0028918,           0.0028918,           0.0028918
                 361,            0.020937,           0.0088404,           0.0020336,             0.97142,             0.95238,             0.94677,             0.77166,            0.023464,           0.0049757,          0.00047916,            0.002872,            0.002872,            0.002872
                 362,            0.022501,           0.0077379,           0.0013173,             0.97167,             0.95238,             0.94676,             0.75738,            0.026909,            0.005112,          0.00047937,           0.0028522,           0.0028522,           0.0028522
                 363,            0.023157,            0.010445,          0.00094546,             0.97186,             0.95238,             0.94676,             0.78383,            0.023241,           0.0049143,          0.00048317,           0.0028324,           0.0028324,           0.0028324
                 364,            0.025178,           0.0095006,           0.0047982,             0.97186,             0.95238,             0.94676,             0.78383,            0.023241,           0.0049143,          0.00048317,           0.0028126,           0.0028126,           0.0028126
                 365,            0.020444,            0.010317,           0.0031764,             0.97188,             0.95238,             0.94676,             0.78762,            0.023443,            0.004899,           0.0004874,           0.0027928,           0.0027928,           0.0027928
                 366,            0.020029,           0.0090338,           0.0011232,              0.9718,             0.95238,             0.94678,             0.78503,            0.023164,           0.0048845,          0.00048812,            0.002773,            0.002773,            0.002773
                 367,            0.023387,            0.011259,           0.0018979,             0.97147,             0.95238,             0.94679,             0.78029,            0.022869,           0.0048735,          0.00048635,           0.0027532,           0.0027532,           0.0027532
                 368,            0.018675,           0.0076392,           0.0010824,             0.97147,             0.95238,             0.94679,             0.78029,            0.022869,           0.0048735,          0.00048635,           0.0027334,           0.0027334,           0.0027334
                 369,            0.024112,           0.0092966,           0.0009068,             0.97127,             0.95238,              0.9468,             0.77903,            0.022873,           0.0048781,          0.00048655,           0.0027136,           0.0027136,           0.0027136
                 370,            0.019414,           0.0093183,           0.0027765,             0.97137,             0.95238,             0.94582,             0.78015,            0.022316,           0.0048157,           0.0004847,           0.0026938,           0.0026938,           0.0026938
                 371,            0.020741,           0.0099593,           0.0012468,             0.97179,             0.95238,             0.94709,             0.78569,            0.023351,           0.0048823,          0.00047844,            0.002674,            0.002674,            0.002674
                 372,            0.021395,           0.0086912,             0.00193,             0.97179,             0.95238,             0.94709,             0.78569,            0.023351,           0.0048823,          0.00047844,           0.0026542,           0.0026542,           0.0026542
                 373,             0.02251,           0.0093356,          0.00069629,             0.97208,             0.95238,             0.94734,             0.77684,            0.024405,           0.0049489,          0.00047276,           0.0026344,           0.0026344,           0.0026344
                 374,            0.022285,           0.0087183,           0.0012217,             0.97199,             0.95238,             0.94736,             0.78275,            0.023906,            0.004862,          0.00046892,           0.0026146,           0.0026146,           0.0026146
                 375,            0.020433,           0.0095045,          0.00091145,              0.9721,             0.95238,             0.94737,              0.7811,             0.02386,           0.0048132,          0.00046234,           0.0025948,           0.0025948,           0.0025948
                 376,            0.019599,           0.0095985,          0.00096443,              0.9721,             0.95238,             0.94737,              0.7811,             0.02386,           0.0048132,          0.00046234,            0.002575,            0.002575,            0.002575
                 377,            0.018339,           0.0084213,           0.0023006,             0.97215,             0.95238,             0.94692,              0.7814,            0.023364,           0.0047422,          0.00045454,           0.0025552,           0.0025552,           0.0025552
                 378,            0.019775,           0.0089638,           0.0011833,             0.97217,             0.95238,             0.94524,             0.78357,            0.023676,           0.0047322,          0.00044786,           0.0025354,           0.0025354,           0.0025354
                 379,            0.021556,           0.0090425,            0.004323,             0.97211,             0.95238,             0.94592,             0.78485,            0.023477,           0.0047595,          0.00043913,           0.0025156,           0.0025156,           0.0025156
                 380,            0.025602,            0.010177,           0.0030203,             0.97211,             0.95238,             0.94592,             0.78485,            0.023477,           0.0047595,          0.00043913,           0.0024958,           0.0024958,           0.0024958
                 381,            0.020574,            0.010073,          0.00071458,             0.97211,             0.95238,             0.94464,             0.78148,            0.022765,           0.0047715,          0.00043475,            0.002476,            0.002476,            0.002476
                 382,            0.018773,           0.0085214,          0.00072371,             0.97219,             0.95238,             0.94464,              0.7818,            0.022651,           0.0047767,          0.00043167,           0.0024562,           0.0024562,           0.0024562
                 383,            0.022251,           0.0097741,           0.0028368,             0.97214,             0.95238,             0.94466,             0.78272,            0.022763,           0.0048158,          0.00042978,           0.0024364,           0.0024364,           0.0024364
                 384,             0.02339,           0.0099207,           0.0015538,             0.97214,             0.95238,             0.94466,             0.78272,            0.022763,           0.0048158,          0.00042978,           0.0024166,           0.0024166,           0.0024166
                 385,            0.021769,           0.0097756,          0.00086947,             0.97223,             0.95238,             0.94465,             0.77619,            0.022256,           0.0048203,          0.00042479,           0.0023968,           0.0023968,           0.0023968
                 386,            0.020879,           0.0089718,           0.0013649,             0.97212,             0.95238,             0.94591,             0.77408,            0.021681,           0.0048263,          0.00042344,            0.002377,            0.002377,            0.002377
                 387,            0.021588,           0.0082216,           0.0015111,             0.97184,             0.95238,             0.94591,             0.78479,            0.021323,           0.0048014,          0.00042033,           0.0023572,           0.0023572,           0.0023572
                 388,             0.02175,           0.0097586,           0.0015112,             0.97184,             0.95238,             0.94591,             0.78479,            0.021323,           0.0048014,          0.00042033,           0.0023374,           0.0023374,           0.0023374
                 389,            0.019764,           0.0097546,           0.0024314,             0.97165,             0.95238,             0.94592,             0.78903,            0.021437,           0.0048123,          0.00041861,           0.0023176,           0.0023176,           0.0023176
                 390,            0.020597,           0.0091354,           0.0010224,             0.97158,             0.95238,              0.9469,              0.7763,             0.02243,           0.0048412,           0.0004211,           0.0022978,           0.0022978,           0.0022978
                 391,            0.018914,           0.0087881,          0.00085464,             0.97151,             0.95238,              0.9469,             0.79004,            0.021413,           0.0047448,          0.00042317,            0.002278,            0.002278,            0.002278
                 392,            0.020318,           0.0090657,           0.0021516,             0.97151,             0.95238,              0.9469,             0.79004,            0.021413,           0.0047448,          0.00042317,           0.0022582,           0.0022582,           0.0022582
                 393,             0.02116,           0.0087289,           0.0018609,             0.97157,             0.95238,             0.94688,             0.78417,            0.021832,           0.0047245,          0.00042345,           0.0022384,           0.0022384,           0.0022384
                 394,            0.019333,           0.0077073,           0.0015723,             0.97174,             0.95238,              0.9469,              0.7912,            0.021985,           0.0046896,          0.00042402,           0.0022186,           0.0022186,           0.0022186
                 395,            0.016924,           0.0085658,          0.00089437,             0.97179,             0.95238,             0.94564,             0.78086,            0.022439,            0.004733,          0.00042246,           0.0021988,           0.0021988,           0.0021988
                 396,            0.025858,           0.0097925,           0.0011896,             0.97179,             0.95238,             0.94564,             0.78086,            0.022439,            0.004733,          0.00042246,            0.002179,            0.002179,            0.002179
                 397,            0.021751,           0.0096029,           0.0021663,              0.9717,             0.95238,             0.94563,             0.78136,            0.022358,           0.0047297,          0.00042212,           0.0021592,           0.0021592,           0.0021592
                 398,            0.019534,           0.0092364,           0.0011977,             0.97151,             0.95238,             0.94685,              0.7851,            0.022547,           0.0046969,          0.00042076,           0.0021394,           0.0021394,           0.0021394
                 399,            0.024454,           0.0091831,          0.00080221,             0.97163,             0.95238,             0.95033,             0.77285,            0.023507,           0.0047823,          0.00041715,           0.0021196,           0.0021196,           0.0021196
                 400,            0.021741,           0.0091287,           0.0020564,             0.97163,             0.95238,             0.95033,             0.77285,            0.023507,           0.0047823,          0.00041715,           0.0020998,           0.0020998,           0.0020998
                 401,            0.020439,           0.0094676,           0.0014884,             0.97158,             0.95238,             0.95031,             0.77806,            0.023401,            0.004775,          0.00041719,             0.00208,             0.00208,             0.00208
                 402,            0.020508,           0.0092703,          0.00079781,             0.97161,             0.95238,             0.94783,             0.77058,            0.022985,           0.0047077,          0.00041506,           0.0020602,           0.0020602,           0.0020602
                 403,            0.019982,           0.0086149,           0.0036809,             0.97161,             0.95238,             0.94662,             0.76539,            0.023351,           0.0047342,          0.00040492,           0.0020404,           0.0020404,           0.0020404
                 404,            0.021316,           0.0094425,           0.0026083,             0.97161,             0.95238,             0.94662,             0.76539,            0.023351,           0.0047342,          0.00040492,           0.0020206,           0.0020206,           0.0020206
                 405,            0.018824,           0.0094164,           0.0014969,             0.97161,             0.95238,             0.94662,             0.77222,            0.023213,           0.0047511,          0.00040095,           0.0020008,           0.0020008,           0.0020008
                 406,            0.023273,           0.0094523,            0.001868,             0.97166,             0.95238,             0.94658,             0.77481,             0.02322,           0.0047798,          0.00039642,            0.001981,            0.001981,            0.001981
                 407,            0.021847,           0.0090477,          0.00069428,             0.97178,             0.95238,             0.94678,             0.76254,            0.023159,           0.0047809,          0.00039557,           0.0019612,           0.0019612,           0.0019612
                 408,            0.024273,           0.0092548,           0.0022938,             0.97178,             0.95238,             0.94678,             0.76254,            0.023159,           0.0047809,          0.00039557,           0.0019414,           0.0019414,           0.0019414
                 409,            0.019193,            0.010067,           0.0021282,             0.97184,             0.95238,             0.94675,             0.77633,            0.022735,           0.0047593,          0.00039306,           0.0019216,           0.0019216,           0.0019216
                 410,            0.019285,           0.0099143,           0.0014333,             0.97211,             0.95238,               0.948,             0.78462,            0.022678,           0.0047456,          0.00038894,           0.0019018,           0.0019018,           0.0019018
                 411,             0.02334,            0.010036,           0.0015657,             0.97222,             0.95238,               0.948,             0.77785,            0.022615,           0.0047061,          0.00038532,            0.001882,            0.001882,            0.001882
                 412,            0.019817,           0.0090444,           0.0020001,             0.97222,             0.95238,               0.948,             0.77785,            0.022615,           0.0047061,          0.00038532,           0.0018622,           0.0018622,           0.0018622
                 413,            0.021831,           0.0089059,          0.00084207,             0.97219,             0.95238,             0.94899,             0.78445,            0.022421,            0.004687,          0.00038195,           0.0018424,           0.0018424,           0.0018424
                 414,            0.027542,            0.010417,           0.0037714,             0.97212,             0.95238,             0.94898,             0.78186,            0.021896,           0.0046549,          0.00037852,           0.0018226,           0.0018226,           0.0018226
                 415,            0.023371,           0.0097383,           0.0010403,              0.9722,             0.95238,             0.94798,             0.79199,            0.021788,           0.0046731,          0.00037437,           0.0018028,           0.0018028,           0.0018028
                 416,            0.022736,           0.0098227,           0.0023218,              0.9722,             0.95238,             0.94798,             0.79199,            0.021788,           0.0046731,          0.00037437,            0.001783,            0.001783,            0.001783
                 417,            0.017488,            0.010176,           0.0032487,             0.97226,             0.95238,             0.94897,             0.79631,            0.022049,           0.0046926,           0.0003714,           0.0017632,           0.0017632,           0.0017632
                 418,            0.020016,           0.0097904,           0.0016277,             0.97224,             0.95238,             0.94876,             0.76957,            0.022473,           0.0047022,          0.00036666,           0.0017434,           0.0017434,           0.0017434
                 419,            0.024663,           0.0092689,          0.00077348,             0.97206,             0.95238,             0.94921,              0.7869,            0.022292,           0.0046601,            0.000367,           0.0017236,           0.0017236,           0.0017236
                 420,            0.022541,           0.0087913,           0.0010268,             0.97206,             0.95238,             0.94921,              0.7869,            0.022292,           0.0046601,            0.000367,           0.0017038,           0.0017038,           0.0017038
                 421,            0.021291,           0.0092137,           0.0033664,             0.97192,             0.95238,             0.95297,             0.78635,            0.022352,            0.004668,           0.0003657,            0.001684,            0.001684,            0.001684
                 422,            0.020385,           0.0079342,          0.00065199,              0.9718,             0.95238,             0.95398,             0.78819,            0.021957,           0.0046483,          0.00036397,           0.0016642,           0.0016642,           0.0016642
                 423,            0.019829,           0.0072805,          0.00096788,             0.97191,             0.95238,             0.95398,             0.79394,            0.021855,            0.004621,          0.00036164,           0.0016444,           0.0016444,           0.0016444
                 424,             0.02016,           0.0099221,          0.00090364,             0.97191,             0.95238,             0.95398,             0.79394,            0.021855,            0.004621,          0.00036164,           0.0016246,           0.0016246,           0.0016246
                 425,            0.018978,           0.0088025,           0.0013418,             0.97201,             0.95238,               0.954,             0.78715,            0.021885,           0.0046327,          0.00035919,           0.0016048,           0.0016048,           0.0016048
                 426,            0.018985,           0.0094985,           0.0012939,             0.97225,             0.95238,             0.95401,             0.77344,              0.0223,           0.0046622,          0.00035787,            0.001585,            0.001585,            0.001585
                 427,            0.021725,           0.0098753,           0.0020072,             0.97215,             0.95238,             0.95525,             0.79557,            0.021599,            0.004633,          0.00035361,           0.0015652,           0.0015652,           0.0015652
                 428,            0.020452,           0.0083992,          0.00065599,             0.97215,             0.95238,             0.95525,             0.79557,            0.021599,            0.004633,          0.00035361,           0.0015454,           0.0015454,           0.0015454
                 429,            0.022545,            0.010077,          0.00092327,             0.97195,             0.95238,             0.95526,              0.7963,            0.021523,           0.0046318,          0.00035182,           0.0015256,           0.0015256,           0.0015256
                 430,            0.019057,            0.011144,           0.0009793,             0.97195,             0.95238,             0.95525,             0.78685,            0.021632,           0.0046328,          0.00035239,           0.0015058,           0.0015058,           0.0015058
                 431,            0.017573,           0.0084463,          0.00072139,             0.97165,             0.95238,             0.95398,             0.79887,            0.021493,           0.0046535,          0.00035047,            0.001486,            0.001486,            0.001486
                 432,            0.018469,           0.0078953,          0.00093677,             0.97165,             0.95238,             0.95398,             0.79887,            0.021493,           0.0046535,          0.00035047,           0.0014662,           0.0014662,           0.0014662
                 433,            0.018747,           0.0091917,           0.0010574,             0.97163,             0.95238,             0.95521,             0.79688,            0.021441,           0.0046383,           0.0003502,           0.0014464,           0.0014464,           0.0014464
                 434,            0.018327,           0.0078781,           0.0006335,             0.97171,             0.95238,              0.9552,             0.79623,            0.021599,           0.0046281,          0.00034998,           0.0014266,           0.0014266,           0.0014266
                 435,            0.019955,            0.009434,             0.00313,             0.97186,             0.95238,              0.9552,             0.79142,            0.021663,           0.0046206,          0.00035104,           0.0014068,           0.0014068,           0.0014068
                 436,            0.018984,           0.0078084,          0.00082979,             0.97186,             0.95238,              0.9552,             0.79142,            0.021663,           0.0046206,          0.00035104,            0.001387,            0.001387,            0.001387
                 437,            0.019507,           0.0079199,           0.0015598,             0.97208,             0.95238,             0.95519,             0.77663,             0.02196,            0.004634,           0.0003481,           0.0013672,           0.0013672,           0.0013672
                 438,            0.023435,           0.0092659,           0.0013475,             0.97223,             0.95238,             0.95518,             0.79858,            0.021069,           0.0045802,          0.00034651,           0.0013474,           0.0013474,           0.0013474
                 439,            0.018739,           0.0098671,          0.00055104,             0.97231,             0.95238,             0.95666,              0.7896,             0.02092,           0.0045978,           0.0003449,           0.0013276,           0.0013276,           0.0013276
                 440,            0.018972,           0.0085599,           0.0013694,             0.97231,             0.95238,             0.95666,              0.7896,             0.02092,           0.0045978,           0.0003449,           0.0013078,           0.0013078,           0.0013078
                 441,            0.017349,           0.0084458,           0.0018562,             0.97232,             0.95238,             0.95666,             0.79112,            0.020971,           0.0046206,          0.00034617,            0.001288,            0.001288,            0.001288
                 442,            0.019946,            0.010518,           0.0023815,              0.9723,             0.95238,             0.95718,             0.80326,            0.020813,           0.0045947,          0.00034318,           0.0012682,           0.0012682,           0.0012682
                 443,            0.022926,           0.0093385,           0.0012065,             0.97226,             0.95238,             0.95943,             0.78847,             0.02124,           0.0046305,          0.00034314,           0.0012484,           0.0012484,           0.0012484
                 444,            0.021079,            0.009022,           0.0012705,             0.97226,             0.95238,             0.95943,             0.78847,             0.02124,           0.0046305,          0.00034314,           0.0012286,           0.0012286,           0.0012286
                 445,            0.017084,           0.0083272,           0.0015806,              0.9722,             0.95238,             0.96069,             0.77913,            0.021812,           0.0046792,           0.0003411,           0.0012088,           0.0012088,           0.0012088
                 446,             0.01997,           0.0092781,           0.0010933,             0.97228,             0.95238,             0.96166,             0.79252,            0.021363,           0.0046373,          0.00033953,            0.001189,            0.001189,            0.001189
                 447,            0.017098,           0.0091789,          0.00050657,             0.97233,             0.95238,             0.96165,             0.79525,            0.020931,           0.0045921,          0.00033664,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01902,           0.0082912,            0.002987,             0.97233,             0.95238,             0.96165,             0.79525,            0.020931,           0.0045921,          0.00033664,           0.0011494,           0.0011494,           0.0011494
                 449,            0.020643,           0.0082655,            0.003594,             0.97234,             0.95238,             0.96219,             0.79786,             0.02093,           0.0045822,          0.00033558,           0.0011296,           0.0011296,           0.0011296
                 450,             0.01628,           0.0085366,           0.0010061,             0.97231,             0.95238,             0.95869,             0.79475,            0.020906,            0.004582,          0.00033331,           0.0011098,           0.0011098,           0.0011098
                 451,            0.018507,           0.0089331,          0.00059072,             0.97219,             0.95238,              0.9587,             0.79829,             0.02114,           0.0045824,            0.000333,             0.00109,             0.00109,             0.00109
                 452,            0.018788,            0.009335,          0.00062654,             0.97219,             0.95238,              0.9587,             0.79829,             0.02114,           0.0045824,            0.000333,           0.0010702,           0.0010702,           0.0010702
                 453,            0.016894,           0.0091282,          0.00081543,             0.97211,             0.95238,              0.9562,             0.79156,            0.021462,           0.0045961,          0.00033187,           0.0010504,           0.0010504,           0.0010504
                 454,            0.016695,           0.0091621,           0.0014552,             0.97212,             0.95238,             0.95496,             0.79377,            0.021123,           0.0045765,          0.00032962,           0.0010306,           0.0010306,           0.0010306
                 455,            0.019847,             0.00967,           0.0020491,             0.97199,             0.95238,              0.9562,             0.79666,            0.021045,           0.0045701,          0.00032829,           0.0010108,           0.0010108,           0.0010108
                 456,            0.017532,           0.0082821,            0.001696,             0.97199,             0.95238,              0.9562,             0.79666,            0.021045,           0.0045701,          0.00032829,            0.000991,            0.000991,            0.000991
                 457,            0.016791,           0.0084787,           0.0011649,               0.972,             0.95238,             0.95691,             0.80194,            0.021208,           0.0045786,          0.00032792,           0.0009712,           0.0009712,           0.0009712
                 458,            0.018836,            0.010914,          0.00054638,             0.97193,             0.95238,             0.95441,              0.8011,            0.021164,           0.0045704,          0.00032569,           0.0009514,           0.0009514,           0.0009514
                 459,            0.019311,             0.00853,           0.0026343,             0.97173,             0.95238,             0.95566,             0.80672,            0.021203,           0.0045747,          0.00032426,           0.0009316,           0.0009316,           0.0009316
                 460,             0.02298,           0.0091936,          0.00076892,             0.97173,             0.95238,             0.95566,             0.80672,            0.021203,           0.0045747,          0.00032426,           0.0009118,           0.0009118,           0.0009118
                 461,            0.022025,           0.0087383,           0.0021131,             0.97173,             0.95238,             0.95495,             0.80531,            0.021212,           0.0045818,          0.00032395,            0.000892,            0.000892,            0.000892
                 462,            0.018181,           0.0097889,           0.0011422,             0.97164,             0.95238,             0.95395,             0.80147,             0.02115,           0.0045801,          0.00032314,           0.0008722,           0.0008722,           0.0008722
                 463,            0.019428,             0.01178,           0.0011956,             0.97175,             0.95238,             0.95395,             0.79356,            0.021186,           0.0045811,          0.00032121,           0.0008524,           0.0008524,           0.0008524
                 464,            0.019156,           0.0086899,           0.0012335,             0.97175,             0.95238,             0.95395,             0.79356,            0.021186,           0.0045811,          0.00032121,           0.0008326,           0.0008326,           0.0008326
                 465,            0.019094,           0.0092571,          0.00054964,             0.97172,             0.95238,             0.95395,             0.78288,            0.021307,           0.0046019,           0.0003184,           0.0008128,           0.0008128,           0.0008128
                 466,            0.019337,           0.0091721,          0.00053896,              0.9717,             0.95238,             0.95453,              0.7919,            0.021263,           0.0046176,          0.00031733,            0.000793,            0.000793,            0.000793
                 467,            0.024134,           0.0089728,          0.00050718,             0.97169,             0.95238,             0.95271,             0.79059,            0.021242,           0.0046241,          0.00031574,           0.0007732,           0.0007732,           0.0007732
                 468,             0.01784,           0.0072301,           0.0005379,             0.97169,             0.95238,             0.95271,             0.79059,            0.021242,           0.0046241,          0.00031574,           0.0007534,           0.0007534,           0.0007534
                 469,            0.020008,            0.010287,          0.00076508,             0.97164,             0.95238,             0.95328,             0.79655,            0.021212,           0.0046465,          0.00031393,           0.0007336,           0.0007336,           0.0007336
